title,video_id,description,published_at,duration,views,likes,comments
Post-Production Efficiencies in a &quot;Studio in the Cloud&quot; with FilmLight and Colorfront,yn44ehcAyEQ,Catch this episode of the AWS All In Series for the Media & Entertainment industry. Is it possible to manage the entire ...,2024-03-21T20:56:37Z,7:24,1028,19,1
Alida accelerates customer feedback insights with Claude on Amazon Bedrock | Amazon Web Services,M5rGkScxTrY,Alida enables major brands to build engaged communities and gather feedback for enhancing customer experiences and product ...,2024-03-21T17:31:43Z,3:25,813,13,0
Generative AI for Small- to Medium-Sized Businesses (SMBs) | Amazon Web Services,6ORPMIvhuMU,"Generative AI has the power to transform your small- or medium-sized business (SMB). In this video, we explore all the ways this ...",2024-03-21T17:25:26Z,3:46,1489,37,2
How Leaders Transform Organizations With Generative AI | Amazon Web Services,1piAEHMRQ78,"Put generative AI to work for your business. In this video, we provide real-world guidance to inform your AI strategy. Get key ...",2024-03-21T17:25:46Z,1:45,397,6,0
Evaluate foundation models with Amazon SageMaker Clarify | Amazon Web Services,1EFECy0Ay5s,"Amazon SageMaker Clarify provides purpose-built tools to gain greater insights into your ML models and data, based on metrics ...",2024-03-21T16:28:04Z,1:38,1305,19,3
Airtable builds with Amazon Bedrock to transform workflows with generative AI | Amazon Web Services,PgZOuMZ7mCA,"Airtable, a cloud based low-code platform, enables non-programmers to build next-gen business applications. To democratize AI ...",2024-03-20T21:03:15Z,1:51,4149,30,0
Splunk helps customers build resilient digital enterprises using Amazon S3 | Amazon Web Services,cxNkmCEv8pE,Splunk was founded in 2003 to solve problems in complex digital infrastructures. Many of the world's largest and most complex ...,2024-03-20T18:21:02Z,1:28,844,23,0
OfferUp uses Amazon Titan Multimodal Embeddings to boost buyer &amp; seller experience,k6eWKv6h8RY,"OfferUp is one of the largest mobile marketplaces for local buyers and sellers in the U.S. However, a key challenge was that users ...",2024-03-19T23:11:19Z,3:59,2350,12,0
DevOps Learning Journey with AWS Skill Builder subscription | Amazon Web Services,44sQGpGMjLo,"Join Nick Craig as he shares his 25-year IT journey, culminating in DevOps leadership. Discover how Nick leveraged AWS Skill ...",2024-03-19T23:11:15Z,1:26,951,15,2
AWS Transformation Programs Overview | Amazon Web Services,jTngv_MUj4w,Our mission is to make it easy for AWS customers to unlock the full power of the AWS cloud and digital technology by accelerating ...,2024-03-19T20:38:08Z,1:27,818,22,0
Hearst and AWS Skills Guild | Amazon Web Services,XJFxDbU7hpU,"Learn how Hearst, a leading global, diversified information, services, and media company with operations in 40 countries, ...",2024-03-19T17:22:47Z,2:8,708,17,1
Drop Wireless: Leveraging AWS IoT Core for LoRaWAN in Indoor Location Positioning,QhdFIHbB7T4,Drop Wireless is spearheading the development of a community-based communication network on a secure blockchain platform.,2024-03-19T17:20:51Z,6:10,1460,24,2
Choice Hotels improves personalization with AWS solutions | Amazon Web Services,uVDY6K_ek-U,"Brian Kirkland, CIO of Choice Hotels, shares how they are using AWS solutions, like Unified Profiles for Travelers and Guests on ...",2024-03-18T18:15:04Z,1:23,494,15,0
Tata Consultancy Services upskills workforce with AWS Training and Certification,zBRSuc-PlOg,"Explore the TCS and AWS partnership with Krishna Mohan Reddy, VP and Deputy Head, AI.Cloud, TCS, as he delves into ...",2024-03-15T23:37:06Z,1:58,1253,15,4
Greater agility and innovation for data scientists and engineers using AWS | Amazon Web Services,IP_BAnxsalY,"Moving to the cloud is priority number one for financial services specialist Cepal Hellas. Emmanouil Piperakis, chief data and ...",2024-03-15T21:29:21Z,2:18,427,15,0
"Eden Data, Drata, &amp; AssuranceLab Help Humanforce Accelerate Compliance &amp; Enable Global Growth On AWS",PTlJxbPTRQs,"AWS Partners Eden Data, Drata, and AssuranceLab worked with Humanforce to build a comprehensive and secure solution that ...",2024-03-15T17:06:33Z,3:50,460,7,0
Filming Efficiencies in a &quot;Studio in the Cloud&quot; with RED and Vū Technologies,RYwNnEfLKig,Catch this episode of the AWS All In Series for the Media & Entertainment industry. Is it possible to make a film within an ...,2024-03-15T13:00:31Z,7:41,656,16,1
Back to Basics: Designing for Failure with EC2,5Hq5YxOrKYs,"Everything fails all of the time, therefore designing for it is the cornerstone of all good systems. We look at Amazon EC2 and ...",2024-03-14T18:13:40Z,7:56,1136,42,2
How to generate IaC from existing resources using the IaC Generator | Amazon Web Services,PikoaIa1oU0,"In this video, you will learn how to generate Infrastructure-as-Code templates from existing resources within your AWS account ...",2024-03-13T21:11:53Z,8:,4416,93,11
"The CEO’s Role in Security Leadership: A Conversation With Adam Selipsky, CEO of AWS",lJbW5d8tsa0,"At AWS we say security is our top priority, but how does that work in practice? In this interview with Adam Selipsky, CEO of AWS ...",2024-03-13T18:15:19Z,12:28,1247,31,0
"AWS for Software Companies, Customer Interview, Druva | Amazon Web Services",qMBKzyTvbAY,"This short video provides market trends and insights from AWS customer, Druva. Stephen Manley, CTO, shares how AWS helps ...",2024-03-12T23:25:07Z,1:28,693,9,1
"AWS for Software Companies, Customer Interview, DataStax | Amazon Web Services",s-eTkkQQTPE,"This short video provides market trends and insights from AWS customer, DataStax. Ed Anuff, CPO, shares how AWS helps ...",2024-03-12T23:25:11Z,1:22,309,14,2
Deloitte brings more innovation and scalability to customers with AWS | Amazon Web Services,irjFCrdcfDg,AWS Financial Services Consulting Competency Partner Deloitte is one of the largest professional services firms in the world and ...,2024-03-12T21:51:41Z,1:38,664,11,0
Hyphen: Seamless Data Sharing to Pharmacies Improves Patient Care,K7Id6cnwfD4,"Hyphen platform provides real-time, actionable insights for Pharmacists to advance value-based care by leveraging Amazon ...",2024-03-12T18:58:48Z,7:9,1781,25,2
"AWS customers drive scalability, resilience, and innovation with AWS | Amazon Web Services",CVWSss79z4E,"In this video, see how Central East Clinical Information System, National Australia Bank (NAB), and Epic Games are transforming ...",2024-03-12T17:55:34Z,1:57,420,12,1
Werner Vogels in Tallaght: A model for communities around the world | Amazon Web Services,Yh4iBj4IUMU,"Werner Vogels, VP and CTO of Amazon.com, travels to Ireland to learn more about the District Heating Scheme, AWS' Think Big ...",2024-03-12T16:15:15Z,2:33,959,13,0
AWS Melbourne Builder Studio | Amazon Web Services,jLTOQn5Vl-g,Learn more about AWS Melbourne Builder Studio: https://go.aws/3v7ENwD Subscribe: More AWS videos: ...,2024-03-12T16:07:34Z,1:44,690,6,0
Data Analyst learns generative AI skills with AWS Skill Builder subscription | Amazon Web Services,wxXmmE0mxMU,"Wendy Wong, a data analyst and an AWS Data Hero, shares how she built her AWS Cloud skills with an AWS Skill Builder ...",2024-03-11T23:37:32Z,1:10,1102,19,1
AWS Innovation &amp; Transformation Programs Overview | Amazon Web Services,4vGkKqdcOnA,The AWS Innovation and Transformation Programs (ITP) team has helped hundreds of organizations learn about Amazon's ...,2024-03-11T23:15:14Z,4:24,723,15,0
OT-IT Integration: Breaking down data silos by closing the machine-to-cloud gap with Siemens and AWS,0fZw-AgmLaM,"The industrial sector is driving the convergence of Operational Technology (OT) and Information Technology (IT), promising ...",2024-03-11T19:23:11Z,1:35,1111,20,2
Back to Basics: Implementing a Serverless Saga Pattern by Using AWS Step Functions  #microservices,bGmoj_V3Qbo,Many companies have adopted microservice and distributed architectures. One of the challenges in a distributed environment is ...,2023-12-14T21:28:52Z,1:,9702,350,5
