Name,Location,Category,Bio URL
Ashishkumar Patel,"UK, London",Front-End Web & Mobile Builder since 2020,https://www.linkedin.com/in/iamaashishpatel
Ashutosh,"Bengaluru, India",Data Builder since 2024,https://www.linkedin.com/in/ashuhimself/
Ashutosh Bhakare,"Chh. Shambhajinagar, India",Dev Tools Builder since 2023,https://www.linkedin.com/in/abhakare
Ashutosh Dixit,India,Security Builder since 2021,https://www.linkedin.com/in/dixitashutosh007/
Ashutosh Singh,India,Serverless Builder since 2021,https://www.linkedin.com/in/ashutoshsingh5786/
Ashwin M,"Abu Dhabi, UAE",Containers Builder since 2023,https://cruisemaniac.com/
Asna Siji,"Dubai, United Arab Emirates",Serverless Builder since 2022,https://www.linkedin.com/in/asna-siji
Athina (Artist) Thomas,Jamaica,Security Builder since 2023,https://linktr.ee/artistyay
Atsushi Umakatsu,"Tokyo, Japan",Front-End Web & Mobile Builder since 2021,https://twitter.com/HorseVictory
Attilio Caravelli,Italy,Dev Tools Builder since 2021,https://www.linkedin.com/in/attiliocaravelli/
Atul Anand,"Tokyo, Japan",Cloud Operations Builder since 2024,https://www.linkedin.com/in/ibatulanand/
Atul Kumbhar,India,Serverless Builder since 2022,https://bio.link/atulkumbhar
Atwatan Malik Mahardi,"Kuala Kapuas, Indonesia",Containers Builder since 2022,https://www.ibnmahar.web.id/
Augusto Valdivia,"Toronto, Nicaragua",Networking & Content Delivery Builder since 2021,https://augustovaldivia.ca/
Avik Kundu,India,Containers Builder since 2021,https://www.avikkundu.in/
Avinash Dalvi,"Bangalore, India",Front-End Web & Mobile Builder since 2021,https://www.avinashdalvi.com
Avinash Reddy Thipparthi,"Hyderabad, India",Cloud Operations Builder since 2023,https://www.linkedin.com/in/avizway/
Awadelrahman M. A. Ahmed,"Oslo, Norway",Machine Learning Builder since 2021,https://www.linkedin.com/in/awadelrahman/
Awan Shrestha,"Kathmandu, Nepal",Front-End Web & Mobile Builder since 2021,https://awan.com.np/
Awwal A.,Nigeria,Machine Learning Builder since 2023,https://dev.to/clouddev
Axel Echevarria Pierola,"Lima, Peru",Cloud Operations Builder since 2021,https://www.linkedin.com/in/axlpierola/
Ayesha Arshad,"Islamabad, Pakistan",Cloud Operations Builder since 2022,https://aysharshad.com/
Ayman Mahmoud,"6th of October City, Egypt",Serverless Builder since 2022,https://www.linkedin.com/in/ayman-mahmoud/
Ayman Metwally,"Cairo, Egypt",Machine Learning Builder since 2022,https://www.linkedin.com/in/ayman-metwally-09796411
Ayman Zahran,"Cairo, Egypt",Dev Tools Builder since 2022,https://www.linkedin.com/in/ay-zahran
Aymen Hamrouni,"New York, USA",Machine Learning Builder since 2022,https://www.linkedin.com/in/aymen-hamrouni/
Ayumu Yamaguchi,"Tokyo, Japan",Serverless Builder since 2024,https://twitter.com/ayumun_jp
Ayush Bhat,India,Containers Builder since 2021,https://www.linkedin.com/in/ayush-bhat-a8a567199/
Ayyanar Jeyakrishnan,"Bangalore, India",Machine Learning Builder since 2023,https://github.com/jayyanar/jayyanar
Ayyanar M,"Chennai, India",Containers Builder since 2022,https://www.linkedin.com/in/ayyanar-m-3b5579b1/
Azeez Salu,"Lagos, Nigeria",Dev Tools Builder since 2023,https://www.aosnote.com/
Aziz Afoni,Cameroon,Cloud Operations Builder since 2022,https://www.linkedin.com/in/aziz-afoni
Azkar Moulana,Netherlands,Front-End Web & Mobile Builder since 2021,No URL
B Naveen Chandar,"Chennai, India",Cloud Operations Builder since 2023,https://www.linkedin.com/in/naveenchandarb/
Bach Huynh Van,"Vietnam, Vietnam",Containers Builder since 2023,https://www.linkedin.com/in/bach-huynh-van-77749470/
Bachar Hakam,"Dubai, United Arab Emirates",Storage Builder since 2023,https://www.linkedin.com/in/bhakam/
Baimam Boukar Jean Jacques,"Yaounde, Cameroon",Serverless Builder since 2023,https://baimamboukar.dev
Balaji S,"Gummidipoondi, India",Security Builder since 2024,https://www.linkedin.com/in/balajisdevops
Banjika Ngo,Germany,Security Builder since 2021,https://www.linkedin.com/in/banjikango/
Bansi Bharat Delwadia,"Canada, Toronto ",Serverless Builder since 2022,https://www.linkedin.com/in/bansidelwadia/
Barnaby Baron,"Newcastle upon Tyne, United Kingdom",Cloud Operations Builder since 2024,https://barnybaron.com/
Barış Kaya,"Ankara, Turkey",Data Builder since 2022,https://twitter.com/boroskoyo
Beatriz Oliveira,"São Paulo, Brazil",Cloud Operations Builder since 2022,https://thebeaoliveira.com/
Ben Ellis,"Springfield, MO, USA",Serverless Builder since 2023,https://www.elliscloud.dev
Ben Fellows,New Zealand,Security Builder since 2021,https://teem.cloud
Benjamen Pyle,USA,Serverless Builder since 2023,https://www.binaryheap.com
Benjamin Ajewole,"Almere, Netherlands",Serverless Builder since 2021,https://www.linkedin.com/in/rexben
Benoît Bouré,"Barcelona, Spain",Serverless Builder since 2021,https://benoitboure.com
Benson Macharia,"Nairobi, Kenya",Security Builder since 2022,https://www.linkedin.com/in/benson-macharia/
Benson Mugure,"Pamplemousses, Mauritius",Machine Learning Builder since 2023,https://www.linkedin.com/in/benson-mugure-017153196/
Beny Ibrani,"Jakarta, Indonesia",Containers Builder since 2022,No URL
Bernardo Costa,"Petrópolis, RJ, Brazil",Machine Learning Builder since 2020,https://www.linkedin.com/in/obernardocosta
Bernice Omiunu,Nigeria,Machine Learning Builder since 2023,https://www.linkedin.com/in/bernice-e-omiunu-19065b86?trk=contact-info
Bertrand Oubida,"New York City, USA",Dev Tools Builder since 2024,https://www.linkedin.com/in/boubida/
Bervianto Leo Pratama,Indonesia,Dev Tools Builder since 2022,https://www.linkedin.com/in/bervianto-leo-pratama/
Bhanuka Dissanayake,"Kurunegala, Sri Lanka",Containers Builder since 2022,https://www.linkedin.com/in/bhanuka-dissanayake/
Bhanvendra Singh Gaur,"Ajmer, India",Storage Builder since 2021,https://www.linkedin.com/in/bhanvendra-singh-gaur/
Bharat Wadhwa,"Melbourne, Australia",Cloud Operations Builder since 2024,https://www.linkedin.com/in/bharatwadhwa/
Bhavesh Gohel,"Gandhinagar, India",Dev Tools Builder since 2023,https://www.linkedin.com/in/bhaveshgohel
Bhavin Dave,"Tempe, USA",Front-End Web & Mobile Builder since 2021,https://www.linkedin.com/in/bhavin-dave
Bhuvanesh,"Bangalore, India",Data Builder since 2023,https://thedataguy.in
Bhuvanesh R,"Bangalore, India",Data Builder since 2021,https://thedataguy.in/about
Bhuvaneshwari Rajasekar,"Chennai, India",Data Builder since 2023,https://www.linkedin.com/in/bhuvaneshwarir/
Bideep Bezbaruah,"Dallas, USA",Containers Builder since 2022,https://www.linkedin.com/in/bideep/
Bilal Khan,"Loralai, Pakistan",Dev Tools Builder since 2023,https://linkfree.io/ibilalkayy
Bill Hegazy,"Bangkok, Thailand",Containers Builder since 2022,https://www.linkedin.com/in/bhegazy
Bill Junidez Liad,"Taguig City, Philippines",Serverless Builder since 2023,www.linkedin.com/in/bill-junidez-liad-42086a160
Bill Penberthy,"London, UK",Dev Tools Builder since 2021,https://billthevestguy.com/
Binh Bui,Vietnam,Containers Builder since 2022,https://www.codewithyou.com/about
Binh Nguyen,"Ho Chi Minh, Vietnam",Security Builder since 2022,https://www.linkedin.com/in/binhbkitcse
Bismillah Kani,"Bangalore, India",Machine Learning Builder since 2023,https://www.linkedin.com/in/bismillah-kani-49a31115/
Blaise NGWA SHU,"Charlotte, USA",Security Builder since 2024,https://linkedin.com/in/shu-blaise-ngwa
Blake Green,"Charlotte, USA",Dev Tools Builder since 2020,https://public.dev/blakegreendev
Bogusław Buszydlik,"Katowice, Poland",Serverless Builder since 2023,https://pl.linkedin.com/in/boguslawbuszydlik
Bojan Zivic,Australia,Serverless Builder since 2023,No URL
Bolivar David Llerena Fuenmayor,"Quito, Ecuador",Dev Tools Builder since 2022,https://www.linkedin.com/in/bdllerena/
Boomi,"Singapore, Singapore",Security Builder since 2022,https://www.linkedin.com/in/cloudboomi
Boomi Nathan,"Singapore, Singapore",Security Builder since 2023,https://www.linkedin.com/in/cloudboomi/
Boris Tane,"London, United Kingdom",Serverless Builder since 2022,https://twitter.com/BorisTane
Bornface Onyango,"Nairobi, Kenya",Storage Builder since 2022,https://www.linkedin.com/in/bornface-otieno-27146a166/
Bornface Otieno,"Nairobi, Kenya",Storage Builder since 2022,https://www.linkedin.com/in/bornface-otieno-27146a166
Boy Suganda Sinaga,"Medan, Indonesia",Serverless Builder since 2021,https://suganda.id
Brad McCoy,New Zealand,Containers Builder since 2022,https://twitter.com/bradmccoydev
Bradley Searle,"Brisbane, Australia",Network Content & Delivery Builder since 2022,https://codingpackets.com/
Brandon Damue,"Toronto, Canada",Network Content & Delivery Builder since 2024,https://brandondamue.com/
Brandon Kang,"Seoul, South Korea",Front-End Web & Mobile Builder since 2020,https://blog.naver.com/sehyunfa
Brenda Galicia,"Ciudad de México, México",Machine Learning Builder since 2024,No URL
Breno Carvalho,"Contagem, Brazil",Cloud Operations Builder since 2022,https://linkedin.com/in/brenoacarvalho/
Brett Andrews,"Brisbane, Australia",Serverless Builder since 2024,https://www.linkedin.com/in/brett-andrews/
Brett Sutter,"Minnesota, USA",Cloud Operations Builder since 2022,https://www.linkedin.com/in/brett-sutter-8851764/
Brian Caffey,"Bethesda, USA",Containers Builder since 2023,https://briancaffey.github.io
Brian Hellinger II,USA,Dev Tools Builder since 2023,http://linkedin.com/in/brian-hellinger01
Brian Kepha,"Nairobi, Kenya",Network Content & Delivery Builder since 2024,https://www.linkedin.com/in/briankepha
Brian Morrison II,"Chicago, USA",Front-End Web & Mobile Builder since 2020,https://brianmorrison.me
Brian Rinaldi,"Orlando, USA",Dev Tools Builder since 2023,https://remotesynthesis.com
Bruno Amaro Almeida,"Helsinki, Finland",Security Builder since 2021,https://brunoamaro.com
Bruno Marangoni,"Sao Paulo, Brazil",Storage Builder since 2021,https://www.linkedin.com/in/bmarangoni/
Bruno Russi Lautenschlager,Brazil,Dev Tools Builder since 2021,https://linktr.ee/bruno_russi
Bruno Schaatsbergen,"Amsterdam, Netherlands",Serverless Builder since 2021,https://bschaatsbergen.com
Bruno Vilardi Bueno,"São Caetano do Sul, Brazil",Machine Learning Builder since 2023,https://www.linkedin.com/in/bruno-vilardi-bueno-8b054a187/
Bugra Kilic,"Ankara, Turkey",Networking & Content Delivery Builder since 2022,https://bugrakilic.github.io
Byung Woo Lee,"Seoul, South Korea",Cloud Operations Builder since 2023,https://www.linkedin.com/in/byung-woo-lee-22233891/
Byungjin Park,"Seoul, South Korea",Containers Builder since 2022,https://www.posquit0.com
C. David Akuma,"Manchester, United Kingdom",Dev Tools Builder since 2023,https://www.linkedin.com/in/mrakumadavid/
CK Sun,"Vancouver, Canada",Serverless Builder since 2021,https://www.linkedin.com/in/chenkuansun
Cagri Bayram,Turkey,Dev Tools Builder since 2023,linkedin.com/in/caggri/
Calvine Otieno,"Nairobi, Kenya",Containers Builder since 2022,https://www.linkedin.com/in/calvine-otieno-0259a813b/
Camilo Cabrales,"Bogota, Colombia",Serverless Builder since 2022,https://aws.amazon.com/es/developer/community/community-builders/
Carl Hayes,"Dallas, USA",Containers Builder since 2022,https://www.linkedin.com/in/carl-hayes-23b91a77
Carla Jenkins,"Washington, D.C., USA",Machine Learning Builder since 2021,https://carlarjenkins.com/
Carlo Acebedo,Philippines,Serverless Builder since 2021,https://www.linkedin.com/in/el-john-a-7a9114119/
Carlo Columna,"Wellington, New Zealand",Containers Builder since 2023,www.carlocolumna.com
Carlo Mencarelli,USA,Data Builder since 2022,https://carlo.cloud
Carlos Barroso,"General Fernández Oro, Argentina",Data Builder since 2021,https://www.teracloud.io/
Carlos Cruzado,"Callao, Peru",Security Builder since 2022,https://www.linkedin.com/in/ccruzado/
Carlos Enrique Moreno Alvarez,"Caracas, Venezuela",Networking & Content Delivery Builder since 2022,https://www.linkedin.com/in/carlos-enrique-moreno-alvarez-42832328/
Carlton Whitmore,"Austin, Texas, USA",Cloud Operations Builder since 2023,https://www.linkedin.com/in/carlton-whitmore/
Carolina Herrera Monteza,"Lima, Peru",Cloud Operations Builder since 2022,https://www.linkedin.com/in/carolinahm
Cedric Thibault,"Québec, Canada",Security Builder since 2021,https://www.linkedin.com/in/cedricthibault/
Cengiz Yılmaz,"Istanbul, Turkey",Storage Builder since 2022,https://cengizyilmaz.net
Cesar Rayo,"Cali, Colombia",Serverless Builder since 2021,https://aws.amazon.com/developer/community/community-builders
Chameera Dulanga,Sri Lanka,Serverless Builder since 2021,https://www.linkedin.com/in/chameeradulanga/
Chamila de Alwis,"Wellington, New Zealand",Security Builder since 2024,https://chamila.dev
Chandan Kumar Singh,"Faridabad, India",Machine Learning Builder since 2020,https://www.linkedin.com/in/chandanks
Chandradeo Arya,"Chicago, USA",Containers Builder since 2022,https://chandradeoarya.com/
Chandrasekar Vempallee,"Richmond, Virginia, USA",Data Builder since 2022,https://www.linkedin.com/in/chandrasekar-vempallee/
Chandrashekar Y M,"Sydney, Australia",Security Builder since 2020,https://www.linkedin.com/in/chandrashekar-ym/
Chang Lin Hsieh,"Taipei, Taiwan",Containers Builder since 2023,https://www.linkedin.com/in/chang-lin-hsieh/
Chaoran Wang,"Dallas, USA",Network Content & Delivery Builder since 2023,https://www.linkedin.com/in/chaoran-wang-super/
Charles Allison,Nigeria,Serverless Builder since 2021,https://www.linkedin.com/in/allisoncharles
Chathra Serasinghe,Singapore,Containers Builder since 2022,https://www.linkedin.com/in/chathraserasinghe/
Chathu Vishwajith,Sri Lanka,Game Tech Builder since 2022,https://linkedin.com/in/iamchathu
Chepkoech Lorna,"Nairobi, Kenya",Containers Builder since 2022,https://www.linkedin.com/in/chepkoech-lorna-12b573119/
Cheshire Cat,Japan,Security Builder since 2023,https://twitter.com/y_taka_23
Chetan Hirapara,"Ahmedabad, India",Machine Learning Builder since 2023,https://in.linkedin.com/in/chetan-hirapara-90344345
Chi Che,"Yaounde, Cameroon",Networking & Content Delivery Builder since 2021,https://www.linkedin.com/in/chi-che/
Chibuike Nwachukwu,"Lagos, Nigeria",Serverless Builder since 2022,https://www.linkedin.com/in/chibuikenwachukwu
Chidimma Nweke,"Lagos, Nigeria",Serverless Builder since 2023,https://ngabriel.hashnode.dev/
Chidubem Chinwuba,"Lagos, Nigeria",Security Builder since 2023,https://www.linkedin.com/in/chidubem-chinwuba/
Chika Hope Elumeziem,"London, United Kingdom",Cloud Operations Builder since 2024,https://www.linkedin.com/in/hope-chika/
Chinonso Amadi,"Lagos, Nigeria",Dev Tools Builder since 2022,https://nonsoamadi.netlify.app
Chinthaka Dinadasa,Sri Lanka,Serverless Builder since 2023,https://www.linkedin.com/in/chinthakadinadasa/
Chinwendu Agbaetuo,Nigeria,Front-End Web & Mobile Builder since 2021,https://dev.to/dindustack
Chinwendu Onungwe,"Toronto, Canada",Data Builder since 2022,https://www.linkedin.com/in/chinwendu-onungwe/
Chirag Darji,"Vadodara, India",Serverless Builder since 2023,https://in.linkedin.com/in/chiragdarji
Chloe McAree,"Belfast, Northern Ireland",Data Builder since 2020,https://twitter.com/ChloeMcAteer3
Chris Cook,"Mannheim, Germany",Serverless Builder since 2023,https://dev.to/zirkelc
Chris Dunne,"Manchester, United Kingdom",Security Builder since 2023,https://www.chrisdunne.com
Chris Ebert,"Detroit, MI, USA",Serverless Builder since 2024,https://chrisebert.net/
Chris Miles,"Sydney, Australia",Network Content & Delivery Builder since 2023,https://www.linkedin.com/in/christopherleemiles/
Chris Plankey,"Boston, USA",Serverless Builder since 2020,https://www.linkedin.com/in/christopher-plankey-79146197/
Chris Street,"Leeds, United Kingdom",Dev Tools Builder since 2023,https://www.thenetnerd.uk/
Christian Bonzelet,"Cologne, Germany",Serverless Builder since 2021,https://www.linkedin.com/in/christian-bonzelet/
Christian Chávez Guzmán,"Lima, Peru",Security Builder since 2021,https://www.linkedin.com/in/christian-chavez-g/
Christian Ngoran,"Bamenda, Cameroon",Security Builder since 2023,https://www.linkedin.com/in/christian-ngoran/
Christian Quispe,Peru,Security Builder since 2020,https://www.linkedin.com/in/cquispeq/
Christina Chen,Australia,Dev Tools Builder since 2024,https://www.linkedin.com/in/christina-cloud/
Christina Gorton,USA,Front-End Web & Mobile Builder since 2020,https://twitter.com/coffeecraftcode
Christina Parry,USA,Security Builder since 2024,No URL
Christophe LIEFOOGHE,FRANCE,Security Builder since 2024,https://www.linkedin.com/in/christophe-liefooghe-b939b845/
Christophe Tafani-Dereeper,Switzerland,Security Builder since 2022,https://christophetd.fr/
Christopher Nyaga,"Nairobi, Kenya",Data Builder since 2022,https://www.linkedin.com/in/wanjohichristopher/
ChungWei Wei,"Taipei, Taiwan",Containers Builder since 2022,https://www.kmp.tw
Cicero Moura,"Goiânia, Brazil",Storage Builder since 2021,https://www.linkedin.com/in/cicero-moura/
Claudio Taverna,"Turin, Italy",Dev Tools Builder since 2023,https://www.linkedin.com/in/claudio-taverna/
Claudio Vieira,"Barueri, Brazil",Network Content & Delivery Builder since 2024,https://www.linkedin.com/in/claudio-jno/
Clayton Kendy Nakahara Passos,"Maringa and Parana, Brazil",Storage Builder since 2022,https://www.linkedin.com/in/claytonpassos
Colin Barker,"Billingshurst, United Kingdom",Network Content & Delivery Builder since 2023,https://colinbarker.me.uk
Colin Duggan,Ireland,Containers Builder since 2021,https://www.linkedin.com/in/colinduggan/
Collins Jumah,"Nairobi, Kenya",Front-End Web & Mobile Builder since 2022,https://www.linkedin.com/in/collins-jumah/
Coner Murphy,"Norwich, United Kingdom",Serverless Builder since 2023,https://conermurphy.com/blog
Cosmas Nyairo,"Nairobi, Kenya",Game Tech Builder since 2023,https://www.linkedin.com/in/cosmasnyairo/
Craig Johnson,"Dallas, USA",Network Content & Delivery Builder since 2023,No URL
